Customer Order,Dist.Chl.Name,Material Group,FG Type,FG Type Desc.,Construction,Fabrication,Design Source,Business Source,Customer Group,Customer,Gender,Global Style,FG SKU,Cust.Color Code,Season,Season Year,Size,Sales Unit,FOB,Total FOB,SO Doc.Currency,Destination,Req.Delivery Date,RM In Date,Planned Cut Date,Original Ex.Factory Date,Revised Ex.Factory Date,Program Type,Program Type Desc.,Pack Qty
867536507,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Clubs,Uniqlo,WOMENS,371H46W,371H46W001,1,SS24,2024,XS,PC,9.436,849.24,USD,Africa,1/1/24,11/24/23,11/29/23,12/29/23,1/19/24,F01,FASHION,30
867574086,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,MENS,TM7724,TM7724016,CAV/PP,SA24,2024,3XL,PC,4.662,97.902,USD,Africa,3/29/24,2/29/24,3/6/24,3/29/24,3/29/24,R01,REGULAR,25
867549598,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,WOMENS,TF4082,TF4082002,TWHR,SS23,2023,12,PC,8.344,208.6,USD,Africa,6/2/23,4/21/23,4/28/23,5/26/23,7/6/23,R01,REGULAR,10
867567672,Bulk,SINGLE,SING,Single,KNIT,COTTON,TECH PACK,REGULAR,Sportswear 1,Nike,MENS,TM5090,TM5090007,BRWT,SS23,2023,4XL,PC,4.543,45.43,USD,Africa,10/10/23,8/27/23,9/4/23,10/10/23,11/10/23,R01,REGULAR,25
867567154,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,MENS,TM4232,TM4232029,TRBRW,SS23,2023,3XL,PC,4.732,118.3,USD,Africa,5/12/23,1/30/23,2/6/23,4/6/23,5/12/23,R01,REGULAR,10
867544829,Bulk,SINGLE,SING,Single,KNIT,COTTON,BUSINESS TEAM,REGULAR,Fashion UK,Reebok,BOYS,OM3R02755,OM3R02755044,NVY,SS24,2024,13-14Y,PC,1.33,498.75,USD,SL ,10/23/23,9/9/23,9/14/23,10/23/23,10/13/23,F01,FASHION,20
867564374,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,MENS,TM3499-1,TM3499-1016,BKR,SA24,2024,5XL,PC,7.35,58.8,USD,Africa,10/27/23,10/11/23,10/18/23,10/27/23,11/10/23,R01,REGULAR,25
867573412,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,MENS,TM7489R,TM7489R002,CAV/TMT,SA24,2024,M,PC,6.692,863.268,USD,Africa,2/16/24,12/19/23,12/26/23,2/16/24,2/16/24,R01,REGULAR,25
867549777,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,WOMENS,TF4331,TF4331025,ZNFCV,SS23,2023,16,PC,7.994,39.97,USD,Africa,5/12/23,3/19/23,3/26/23,4/28/23,6/9/23,R01,REGULAR,10
867574039,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,MENS,TM7718,TM7718001,PNROS PINE,SA24,2024,S,PC,8.099,170.079,USD,Africa,1/29/24,11/7/23,11/14/23,12/22/23,1/12/24,R01,REGULAR,25
867536364,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Clubs,Uniqlo,WOMENS,351L6IW,351L6IW003,A01,SS24,2024,M,PC,14.357,57.428,USD,Africa,12/31/23,11/28/23,12/7/23,12/31/23,1/5/24,R01,REGULAR,20
867567620,Bulk,SINGLE,SING,Single,KNIT,COTTON,TECH PACK,REGULAR,Sportswear 1,Nike,MENS,TM5075,TM5075002,LPBL,SS23,2023,M,PC,4.543,508.816,USD,Africa,10/10/23,8/27/23,9/4/23,10/10/23,11/10/23,R01,REGULAR,25
867541522,Bulk,PACKING,ML03,Multi 03 pack,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,MENS,CM0166.1,CM0166.1005,*ONYX,SP23,2023,XS,PAC,6.447,12.894,USD,Africa,7/21/23,6/6/23,5/22/23,6/15/23,8/9/23,R01,REGULAR,10
867540866,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,BUSINESS TEAM,REGULAR,Luxury 1,Jockey,MENS,9F35P32691,9F35P32691053,58,SP24,2024,L,PC,2.03,6765.99,USD,Africa,9/14/23,9/1/23,9/7/23,9/14/23,9/14/23,R01,REGULAR,36
867545449,Bulk,SINGLE,SING,Single,KNIT,COTTON,BUSINESS TEAM,REGULAR,Fashion UK,Reebok,WOMENS,OMR02779,OMR02779030,_GRN_,SS24,2024,16,PC,1.4,140,USD,SL ,2/15/24,11/10/23,11/15/23,12/6/23,12/29/23,F01,FASHION,20
867560093,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,JUNIOR,TJ8550FCU,TJ8550FCU004,CV/DKS,SA24,2024,JL,PC,3.99,95.76,USD,Africa,3/29/24,2/23/24,3/1/24,3/29/24,3/29/24,R01,REGULAR,25
867570912,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,MENS,TM7125NS,TM7125NS002,BD/LB/VO,SA24,2024,M,PC,8.666,363.972,USD,Africa,3/1/24,12/27/23,1/4/24,3/1/24,3/1/24,R01,REGULAR,25
867576253,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,MENS,TM8541FCK,TM8541FCK009,TR/BC,SA24,2024,XS,PC,5.838,245.196,USD,Africa,3/29/24,2/23/24,3/1/24,3/29/24,3/29/24,R01,REGULAR,25
867576836,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,MENS,TM8544CA,TM8544CA003,BS/BF,SA24,2024,M,PC,9.716,388.64,USD,Africa,3/29/24,2/23/24,3/1/24,3/29/24,3/29/24,R01,REGULAR,25
867540744,Bulk,SINGLE,SING,Single,KNIT,COTTON,TECH PACK,REGULAR,Luxury 1,Jockey,MENS,9F35P22691,9F35P22691081,BRGRB,FA23,2023,M,PC,2.59,264.18,USD,Africa,5/19/23,3/1/23,3/8/23,5/19/23,5/19/23,R01,REGULAR,48
867564232,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,MENS,TM3499,TM3499219,CAV,SA24,2024,XL,PC,7.35,1411.2,USD,Africa,3/29/24,11/28/23,12/5/23,2/2/24,3/29/24,R01,REGULAR,25
867550969,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,WOMENS,TF7094,TF7094014,PP/DRK FRS,SA24,2024,16,PC,4.361,34.888,USD,Africa,3/29/24,2/29/24,3/6/24,3/29/24,3/29/24,R01,REGULAR,25
867577775,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,MENS,TM8550FCT,TM8550FCT004,CV/DKS,SA24,2024,L,PC,4.431,119.637,USD,Africa,3/29/24,2/23/24,3/1/24,3/29/24,3/29/24,R01,REGULAR,25
867551719,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,WOMENS,TF7717NS,TF7717NS001,PNROS PINE,SA24,2024,8,PC,8.029,16.058,USD,Africa,1/30/24,11/7/23,11/14/23,12/22/23,1/30/24,R01,REGULAR,25
867536309,Bulk,SINGLE,SING,Single,WOVEN,SYNTHETIC,TECH PACK,REGULAR,Clubs,Uniqlo,MENS,341U7HW,341U7HW004,WQ1,SS24,2024,XL,PC,10.486,450.898,USD,Africa,1/1/24,11/14/23,11/20/23,12/15/23,1/19/24,F01,FASHION,30
867573309,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,MENS,TM7326,TM7326003,MICR CHP/C,SA24,2024,L,PC,4.452,8.904,USD,Africa,3/29/24,1/9/24,1/16/24,2/16/24,3/29/24,R01,REGULAR,25
867573368,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,MENS,TM7341,TM7341004,CAV/CYN BL,SA24,2024,XL,PC,4.781,100.401,USD,Africa,3/29/24,1/9/24,1/16/24,2/16/24,3/29/24,R01,REGULAR,25
867553680,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,WOMENS,TF8550CA,TF8550CA013,PEC/BP,SA24,2024,18,PC,4.214,46.354,USD,Africa,3/29/24,2/23/24,3/1/24,3/29/24,3/29/24,R01,REGULAR,25
867560311,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,MENS,TM2397,TM2397118,CVR,AW23,2023,L,PC,8.302,664.16,USD,Africa,12/1/23,10/26/23,11/1/23,12/1/23,12/5/23,R01,REGULAR,25
867548175,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,WOMENS,TF2730,TF2730002,AQR/BCHLBT,SA24,2024,10,PC,4.662,37.296,USD,Africa,2/9/24,1/10/24,1/17/24,2/9/24,2/9/24,R01,REGULAR,25
867563028,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,MENS,TM3492-1,TM3492-1049,PECT,SA24,2024,S,PC,3.822,301.938,USD,Africa,10/27/23,9/20/23,9/27/23,10/15/23,11/10/23,R01,REGULAR,25
867575429,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,MENS,TM8537CA,TM8537CA001,BS/BF,SA24,2024,XS,PC,3.71,63.07,USD,Africa,3/29/24,2/23/24,3/1/24,3/29/24,3/29/24,R01,REGULAR,25
867560591,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,MENS,TM2402,TM2402069,AQURI,SS23,2023,M,PC,3.745,112.35,USD,Africa,5/19/23,5/14/23,5/21/23,5/11/23,6/9/23,R01,REGULAR,10
867558412,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,JUNIOR,TJ7258WP,TJ7258WP002,EB/PTGRN,SA24,2024,JS,PC,3.99,123.69,USD,Africa,1/24/24,11/7/23,11/14/23,12/22/23,1/12/24,R01,REGULAR,25
867553233,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,WOMENS,TF8545BRN,TF8545BRN012,DKS/CV,SA24,2024,16,PC,7.385,147.7,USD,Africa,3/29/24,2/23/24,3/1/24,3/29/24,3/29/24,R01,REGULAR,25
867575702,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,MENS,TM8537MT,TM8537MT001,BS/BF,SA24,2024,XS,PC,3.71,59.36,USD,Africa,3/29/24,2/23/24,3/1/24,3/29/24,3/29/24,R01,REGULAR,25
867547613,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,WOMENS,TF2405-UB,TF2405-UB024,CVR,AW23,2023,10,PC,6.272,275.968,USD,Africa,12/1/23,10/26/23,11/1/23,12/1/23,12/5/23,R01,REGULAR,25
867553548,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,WOMENS,TF8547FCZ,TF8547FCZ008,PEC/BP,SA24,2024,8,PC,7.385,51.695,USD,Africa,3/29/24,2/23/24,3/1/24,3/29/24,3/29/24,R01,REGULAR,25
867540830,Bulk,SINGLE,SING,Single,KNIT,COTTON,TECH PACK,REGULAR,Luxury 1,Jockey,MENS,9F35P32691,9F35P32691017,RDMUL,FA23,2023,L,PC,2.59,4144,USD,Africa,5/25/23,5/18/23,5/25/23,5/25/23,6/30/23,R01,REGULAR,48
867565443,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,MENS,TM3575,TM3575057,IBLUE,SS23,2023,2XL,PC,6.09,6.09,USD,Africa,6/16/23,5/15/23,5/3/23,5/26/23,6/16/23,R01,REGULAR,10
867550257,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,WOMENS,TF6763-GEM,TF6763-GEM017,OCEN-CAVRN,SA24,2024,18,PC,7.371,140.049,USD,Africa,3/16/24,2/16/24,2/16/24,3/16/24,3/16/24,R01,REGULAR,25
867553477,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,WOMENS,TF8547CA,TF8547CA004,CV/DKS,SA24,2024,14,PC,7.385,192.01,USD,Africa,3/29/24,2/23/24,3/1/24,3/29/24,3/29/24,R01,REGULAR,25
867555446,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,JUNIOR,TJ3499,TJ3499003,AQR,SS23,2023,JS,PC,6.972,13.944,USD,Africa,5/12/23,3/13/23,3/20/23,4/6/23,6/9/23,R01,REGULAR,10
867560202,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,MENS,TM2397,TM2397009,PECT,SS23,2023,L,PC,7.931,2252.404,USD,Africa,5/5/23,2/23/23,3/2/23,4/20/23,6/9/23,R01,REGULAR,10
867560968,Bulk,SINGLE,SING,Single,WOVEN,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,MENS,TM2403,TM2403048,BTCG,SS23,2023,XL,PC,5.712,194.208,USD,Africa,6/6/23,3/28/23,4/4/23,6/9/23,6/9/23,R01,REGULAR,10
867550545,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,WOMENS,TF6898NS,TF6898NS010,CAV,SA24,2024,12,PC,3.766,48.958,USD,Africa,3/1/24,12/27/23,1/4/24,3/1/24,1/12/24,R01,REGULAR,25
867559573,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,JUNIOR,TJ8542FCK,TJ8542FCK002,DKSLT,SA24,2024,JS,PC,5.922,148.05,USD,Africa,3/29/24,2/23/24,3/1/24,3/29/24,3/29/24,R01,REGULAR,25
867569122,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,MENS,TM6810,TM6810039,CAV/DLIA P,SA24,2024,M,PC,5.019,55.209,USD,Africa,4/1/24,2/20/24,2/27/24,3/29/24,3/29/24,R01,REGULAR,25
867574521,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,MENS,TM8160WP,TM8160WP006,CAV/EBNYLW,SA24,2024,3XL,PC,4.634,9.268,USD,Africa,3/29/24,2/29/24,3/8/24,3/29/24,3/29/24,R01,REGULAR,25
867556262,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,JUNIOR,TJ3955,TJ3955035,BLUB_,SS23,2023,JXL,PC,4.158,212.058,USD,Africa,5/12/23,1/15/23,1/22/23,4/6/23,6/9/23,R01,REGULAR,10
867571889,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,MENS,TM7227,TM7227008,CAV/TMATO,SA24,2024,5XL,PC,8.673,86.73,USD,Africa,3/8/24,1/5/24,1/4/24,3/8/24,3/8/24,R01,REGULAR,25
867573726,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,MENS,TM7681,TM7681004,BDC,SA24,2024,XL,PC,7.014,77.154,USD,Africa,3/1/24,12/27/23,1/4/24,3/1/24,3/1/24,R01,REGULAR,25
867546065,Bulk,SINGLE,SING,Single,KNIT,COTTON,TECH PACK,REGULAR,Fashion UK,Reebok,LADIES,SGV20266,SGV20266005,429,SS24,2024,16,PC,4.62,4.62,USD,SL ,12/8/23,10/20/23,10/27/23,11/24/23,12/8/23,R01,REGULAR,25
867554717,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,JUNIOR,TJ2721-UB,TJ2721-UB003,BWAI,SP23,2023,JS,PC,3.906,156.24,USD,Africa,8/10/23,7/6/23,8/17/23,8/10/23,8/10/23,R01,REGULAR,0
867545526,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,BUSINESS TEAM,REGULAR,Fashion UK,Reebok,WOMENS,OMR03057,OMR03057012,GRYML_004,SS24,2024,10,PC,2.625,525,USD,SL ,2/15/24,11/10/23,11/15/23,12/13/23,12/29/23,F01,FASHION,20
867560523,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,MENS,TM2402,TM2402001,DKSLT,SS23,2023,2XL,PC,3.745,247.17,USD,Africa,5/12/23,5/10/23,5/10/23,4/20/23,6/9/23,R01,REGULAR,10
867551643,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,WOMENS,TF7715,TF7715002,EGRN/PNROS,SA24,2024,10,PC,4.858,19.432,USD,Africa,1/29/24,11/7/23,11/14/23,12/22/23,1/12/24,R01,REGULAR,25
867562487,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,MENS,TM2737,TM2737007,SWVBL,SP23,2023,3XL,PC,4.2,126,USD,Africa,8/10/23,7/6/23,8/17/23,8/10/23,8/10/23,R01,REGULAR,0
867554020,Bulk,PACKING,ML02,Multi 02 pack,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,INFANT,TI8161,TI8161003,ELYE/EBNY,SA24,2024,5-Apr,PAC,8.162,163.24,USD,Africa,3/29/24,2/29/24,3/8/24,3/29/24,3/29/24,R01,REGULAR,25
867555551,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,JUNIOR,TJ3499CFAINS,TJ3499CFAINS004,CAV,SS23,2023,JXL,PC,6.888,179.088,USD,Africa,5/12/23,2/10/23,2/17/23,3/6/23,5/12/23,R01,REGULAR,10
867540469,Bulk,PACKING,ML04,Multi 04 pack,KNIT,SYNTHETIC,TECH PACK,REGULAR,Luxury 1,Jockey,MENS,9F21X10954,9F21X10954002,401,SP24,2024,L,PAC,5.355,17136,USD,Africa,9/15/23,7/28/23,8/2/23,9/15/23,9/15/23,R01,REGULAR,24
867537340,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,BUSINESS TEAM,REGULAR,Jacket Customer,Tommy Hilfiger,UNISEX,5200120B,5200120B016,4502,EA24,2024,128 CM,PC,6.314,6.314,USD,SL ,3/26/24,3/1/24,3/5/24,3/26/24,3/22/24,R01,REGULAR,20
867556061,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,JUNIOR,TJ3657,TJ3657002,CAV,SS23,2023,JM,PC,6.846,109.536,USD,Africa,4/28/23,2/24/23,3/3/23,3/29/23,6/9/23,R01,REGULAR,10
867559520,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,JUNIOR,TJ8542BRN,TJ8542BRN003,AQR,SA24,2024,JM,PC,5.922,142.128,USD,Africa,3/29/24,12/19/23,12/26/23,2/16/24,3/29/24,R01,REGULAR,25
867548607,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,WOMENS,TF3493,TF3493029,AQRS,SA24,2024,6,PC,3.962,63.392,USD,Africa,2/9/24,11/28/23,12/5/23,2/2/24,2/9/24,R01,REGULAR,25
867548551,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,WOMENS,TF3492PFAI,TF3492PFAI001,BTGDN,SS23,2023,10,PC,4.319,323.925,USD,Africa,4/7/23,2/10/23,2/17/23,3/30/23,4/28/23,R01,REGULAR,10
867547599,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,WOMENS,TF2405-UB,TF2405-UB010,BRTWH,SP23,2023,16,PC,6.3,63,USD,Africa,8/14/23,7/6/23,8/17/23,8/10/23,8/10/23,R01,REGULAR,10
867553836,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,WOMENS,TF9568,TF9568049,STW,SA24,2024,18,PC,6.328,56.952,USD,Africa,3/29/24,11/28/23,12/5/23,2/2/24,3/29/24,R01,REGULAR,25
867554900,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,JUNIOR,TJ2726,TJ2726006,TRRED,SS23,2023,JL,PC,4.2,63,USD,Africa,5/12/23,3/13/23,3/20/23,4/20/23,6/9/23,R01,REGULAR,10
867545756,Bulk,SINGLE,SING,Single,KNIT,COTTON,BUSINESS TEAM,REGULAR,Fashion UK,Reebok,MENS,SDA06835,SDA06835002,GRN,SS24,2024,S,PC,2.8,131.6,USD,SL ,12/7/23,11/3/23,11/10/23,12/1/23,12/7/23,F01,FASHION,20
867576063,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,MENS,TM8539FCZ,TM8539FCZ013,PEC/BP,SA24,2024,4XL,PC,4.431,26.586,USD,Africa,3/29/24,2/23/24,3/1/24,3/29/24,3/29/24,R01,REGULAR,25
867576537,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,MENS,TM8542CA,TM8542CA011,CAV,SA24,2024,M,PC,6.58,263.2,USD,Africa,3/29/24,2/23/24,3/1/24,3/29/24,3/29/24,R01,REGULAR,25
867549369,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,WOMENS,TF3575,TF3575021,CVTRW,SS23,2023,8,PC,5.866,5.866,USD,Africa,6/16/23,5/15/23,5/3/23,5/26/23,6/16/23,R01,REGULAR,10
867569739,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,MENS,TM6977,TM6977007,TO/BD,SA24,2024,4XL,PC,5.187,15.561,USD,Africa,3/1/24,12/27/23,1/4/24,3/1/24,1/26/24,R01,REGULAR,25
867549927,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,WOMENS,TF5407-UB,TF5407-UB018,CVR,AW23,2023,6,PC,4.823,144.69,USD,Africa,12/1/23,10/26/23,11/1/23,12/1/23,12/5/23,R01,REGULAR,25
867575972,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,MENS,TM8539CB,TM8539CB003,CV/DKS,SA24,2024,L,PC,4.431,1156.491,USD,Africa,3/29/24,2/23/24,3/1/24,3/29/24,3/29/24,R01,REGULAR,25
867568538,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,MENS,TM6753,TM6753005,FR,SA24,2024,2XL,PC,7.007,49.049,USD,Africa,12/18/23,10/10/23,10/17/23,12/2/23,1/12/24,R01,REGULAR,25
867578462,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,MENS,TU9782,TU9782007,MLTI,AW24,2024,4XL,PC,8.26,57.82,USD,Africa,1/19/24,12/29/23,1/5/24,1/19/24,1/19/24,R01,REGULAR,25
867563179,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,MENS,TM3492-UB,TM3492-UB088,BRTWT,AW23,2023,2XL,PC,3.724,29.792,USD,Africa,12/1/23,10/26/23,11/1/23,12/1/23,12/5/23,R01,REGULAR,25
867578048,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,MENS,TU8623,TU8623004,RD,WI24,2024,XL,PC,8.26,140.42,USD,Africa,1/12/24,12/12/23,12/19/23,1/26/24,1/12/24,R01,REGULAR,25
867567314,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,MENS,TM4331,TM4331004,CHRED,SS23,2023,XL,PC,8.12,32.48,USD,Africa,5/12/23,3/19/23,3/26/23,4/28/23,6/9/23,R01,REGULAR,10
867576534,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,MENS,TM8542CA,TM8542CA008,BS,SA24,2024,4XL,PC,6.58,19.74,USD,Africa,3/29/24,2/23/24,3/1/24,3/29/24,3/29/24,R01,REGULAR,25
867576239,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,MENS,TM8541DZ,TM8541DZ011,IB/MB,SA24,2024,M,PC,5.838,1477.014,USD,Africa,3/29/24,2/23/24,3/1/24,3/29/24,3/29/24,R01,REGULAR,25
867557494,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,JUNIOR,TJ7071WP,TJ7071WP001,CAV/PP,SA24,2024,JXS,PC,4.172,75.096,USD,Africa,3/29/24,2/29/24,3/6/24,3/29/24,3/29/24,R01,REGULAR,25
867578613,Bulk,SINGLE,SING,Single,WOVEN,COTTON,TECH PACK,REGULAR,Workwear,Calvin Klein,MENS,WP811,WP811055,DS0,SS24,2024,38,PC,6.195,823.935,USD,SL ,2/22/24,12/29/23,1/5/24,2/15/24,2/20/24,R01,REGULAR,10
867575541,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,MENS,TM8537FCK,TM8537FCK016,TR/BC,SA24,2024,4XL,PC,3.71,40.81,USD,Africa,3/29/24,2/23/24,3/1/24,3/29/24,3/29/24,R01,REGULAR,25
867577989,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,MENS,TU10191,TU10191006,MLT,WI24,2024,3XL,PC,8.26,99.12,USD,Africa,2/23/24,2/5/24,2/8/24,2/23/24,2/23/24,R01,REGULAR,25
867575404,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,MENS,TM8537BRN,TM8537BRN008,AQR/BP,SA24,2024,4XL,PC,3.71,7.42,USD,Africa,3/29/24,2/23/24,3/1/24,3/29/24,3/29/24,R01,REGULAR,25
867563594,Bulk,SINGLE,SING,Single,KNIT,SYNTHETIC,TECH PACK,REGULAR,Sportswear 1,Nike,MENS,TM3494,TM3494019,BG,SA24,2024,M,PC,3.5,255.5,USD,Africa,2/2/24,11/28/23,12/5/23,2/2/24,1/30/24,R01,REGULAR,25
